"","species","year","index","se","ZIP3_ID"
"229","Bachstelze",2006,100,0,"143"
"230","Bachstelze",2006,100,0,"144"
"231","Bachstelze",2006,100,0,"145"
"232","Bachstelze",2006,100,0,"146"
"233","Bachstelze",2006,100,0,"147"
"234","Bachstelze",2006,100,0,"148"
"235","Bachstelze",2006,100,0,"149"
"236","Bachstelze",2006,100,0,"15"
"237","Bachstelze",2006,100,0,"150"
"238","Bachstelze",2006,100,0,"151"
"239","Bachstelze",2006,100,0,"152"
"240","Bachstelze",2006,100,0,"153"
"241","Bachstelze",2006,100,0,"154"
"242","Bachstelze",2006,100,0,"155"
"243","Bachstelze",2006,100,0,"156"
"244","Bachstelze",2006,100,0,"157"
"245","Bachstelze",2006,100,0,"158"
"246","Bachstelze",2006,100,0,"159"
"247","Bachstelze",2006,100,0,"16"
"248","Bachstelze",2006,100,0,"160"
"249","Bachstelze",2006,100,0,"161"
"250","Bachstelze",2006,100,0,"162"
"251","Bachstelze",2006,100,0,"163"
"252","Bachstelze",2006,100,0,"164"
"253","Bachstelze",2006,100,0,"165"
"254","Bachstelze",2006,100,0,"166"
"255","Bachstelze",2006,100,0,"167"
"256","Bachstelze",2006,100,0,"168"
"257","Bachstelze",2006,100,0,"169"
"258","Bachstelze",2006,100,0,"17"
"259","Bachstelze",2006,100,0,"170"
"260","Bachstelze",2006,100,0,"171"
"261","Bachstelze",2006,100,0,"172"
"262","Bachstelze",2006,100,0,"173"
"263","Bachstelze",2006,100,0,"174"
"264","Bachstelze",2006,100,0,"175"
"265","Bachstelze",2006,100,0,"176"
"266","Bachstelze",2006,100,0,"177"
"267","Bachstelze",2006,100,0,"178"
"268","Bachstelze",2006,100,0,"179"
"269","Bachstelze",2006,100,0,"18"
"270","Bachstelze",2006,100,0,"180"
"271","Bachstelze",2006,100,0,"181"
"272","Bachstelze",2006,100,0,"182"
"273","Bachstelze",2006,100,0,"183"
"274","Bachstelze",2006,100,0,"184"
"275","Bachstelze",2006,100,0,"185"
"276","Bachstelze",2006,100,0,"186"
"277","Bachstelze",2006,100,0,"187"
"278","Bachstelze",2006,100,0,"188"
"279","Bachstelze",2006,100,0,"189"
"280","Bachstelze",2006,100,0,"19"
"281","Bachstelze",2006,100,0,"190"
"282","Bachstelze",2006,100,0,"191"
"283","Bachstelze",2006,100,0,"192"
"284","Bachstelze",2006,100,0,"193"
"285","Bachstelze",2006,100,0,"194"
"286","Bachstelze",2006,100,0,"195"
"287","Bachstelze",2006,100,0,"196"
"288","Bachstelze",2006,100,0,"197"
"289","Bachstelze",2006,100,0,"198"
"290","Bachstelze",2006,100,0,"199"
"291","Bachstelze",2006,100,0,"2"
"292","Bachstelze",2006,100,0,"20"
"293","Bachstelze",2006,100,0,"200"
"294","Bachstelze",2006,100,0,"201"
"295","Bachstelze",2006,100,0,"202"
"296","Bachstelze",2006,100,0,"203"
"297","Bachstelze",2006,100,0,"204"
"298","Bachstelze",2006,100,0,"205"
"299","Bachstelze",2006,100,0,"206"
"300","Bachstelze",2006,100,0,"207"
"301","Bachstelze",2006,100,0,"208"
"302","Bachstelze",2006,100,0,"209"
"303","Bachstelze",2006,100,0,"21"
"304","Bachstelze",2006,100,0,"210"
"305","Bachstelze",2006,100,0,"211"
"306","Bachstelze",2006,100,0,"212"
"307","Bachstelze",2006,100,0,"213"
"308","Bachstelze",2006,100,0,"214"
"309","Bachstelze",2006,100,0,"215"
"310","Bachstelze",2006,100,0,"216"
"311","Bachstelze",2006,100,0,"217"
"312","Bachstelze",2006,100,0,"218"
"313","Bachstelze",2006,100,0,"219"
"314","Bachstelze",2006,100,0,"22"
"315","Bachstelze",2006,100,0,"220"
"316","Bachstelze",2006,100,0,"221"
"317","Bachstelze",2006,100,0,"222"
"318","Bachstelze",2006,100,0,"223"
"319","Bachstelze",2006,100,0,"224"
"320","Bachstelze",2006,100,0,"225"
"321","Bachstelze",2006,100,0,"226"
"322","Bachstelze",2006,100,0,"227"
"323","Bachstelze",2006,100,0,"228"
"324","Bachstelze",2006,100,0,"229"
"325","Bachstelze",2006,100,0,"23"
"326","Bachstelze",2006,100,0,"230"
"327","Bachstelze",2006,100,0,"231"
"328","Bachstelze",2006,100,0,"232"
"329","Bachstelze",2006,100,0,"233"
"330","Bachstelze",2006,100,0,"234"
"331","Bachstelze",2006,100,0,"235"
"332","Bachstelze",2006,100,0,"236"
"333","Bachstelze",2006,100,0,"237"
"334","Bachstelze",2006,100,0,"238"
"335","Bachstelze",2006,100,0,"239"
"336","Bachstelze",2006,100,0,"24"
"337","Bachstelze",2006,100,0,"240"
"338","Bachstelze",2006,100,0,"241"
"339","Bachstelze",2006,100,0,"242"
"340","Bachstelze",2006,100,0,"243"
"341","Bachstelze",2006,100,0,"244"
"342","Bachstelze",2006,100,0,"245"
"343","Bachstelze",2006,100,0,"246"
"344","Bachstelze",2006,100,0,"247"
"345","Bachstelze",2006,100,0,"248"
"346","Bachstelze",2006,100,0,"249"
"347","Bachstelze",2006,100,0,"25"
"348","Bachstelze",2006,100,0,"250"
"349","Bachstelze",2006,100,0,"251"
"350","Bachstelze",2006,100,0,"252"
"351","Bachstelze",2006,100,0,"253"
"352","Bachstelze",2006,100,0,"254"
"353","Bachstelze",2006,100,0,"255"
"354","Bachstelze",2006,100,0,"256"
"355","Bachstelze",2006,100,0,"257"
"356","Bachstelze",2006,100,0,"258"
"357","Bachstelze",2006,100,0,"259"
"358","Bachstelze",2006,100,0,"26"
"359","Bachstelze",2006,100,0,"260"
"360","Bachstelze",2006,100,0,"261"
"361","Bachstelze",2006,100,0,"262"
"362","Bachstelze",2006,100,0,"263"
"363","Bachstelze",2006,100,0,"264"
"364","Bachstelze",2006,100,0,"265"
"365","Bachstelze",2006,100,0,"266"
"366","Bachstelze",2006,100,0,"267"
"367","Bachstelze",2006,100,0,"268"
"368","Bachstelze",2006,100,0,"269"
"369","Bachstelze",2006,100,0,"27"
"370","Bachstelze",2006,100,0,"270"
"371","Bachstelze",2006,100,0,"271"
"372","Bachstelze",2006,100,0,"272"
"373","Bachstelze",2006,100,0,"273"
"374","Bachstelze",2006,100,0,"274"
"375","Bachstelze",2006,100,0,"275"
"376","Bachstelze",2006,100,0,"276"
"377","Bachstelze",2006,100,0,"277"
"378","Bachstelze",2006,100,0,"278"
"379","Bachstelze",2006,100,0,"279"
"380","Bachstelze",2006,100,0,"28"
"381","Bachstelze",2006,100,0,"280"
"382","Bachstelze",2006,100,0,"281"
"383","Bachstelze",2006,100,0,"282"
"384","Bachstelze",2006,100,0,"283"
"385","Bachstelze",2006,100,0,"284"
"386","Bachstelze",2006,100,0,"285"
"387","Bachstelze",2006,100,0,"286"
"388","Bachstelze",2006,100,0,"287"
"389","Bachstelze",2006,100,0,"288"
"390","Bachstelze",2006,100,0,"29"
"391","Bachstelze",2006,100,0,"290"
"392","Bachstelze",2006,100,0,"291"
"393","Bachstelze",2006,100,0,"292"
"394","Bachstelze",2006,100,0,"293"
"395","Bachstelze",2006,100,0,"294"
"396","Bachstelze",2006,100,0,"295"
"397","Bachstelze",2006,100,0,"296"
"398","Bachstelze",2006,100,0,"297"
"399","Bachstelze",2006,100,0,"298"
"400","Bachstelze",2006,100,0,"299"
"401","Bachstelze",2006,100,0,"3"
"402","Bachstelze",2006,100,0,"30"
"403","Bachstelze",2006,100,0,"300"
"404","Bachstelze",2006,100,0,"301"
"405","Bachstelze",2006,100,0,"302"
"406","Bachstelze",2006,100,0,"303"
"407","Bachstelze",2006,100,0,"304"
"408","Bachstelze",2006,100,0,"305"
"409","Bachstelze",2006,100,0,"306"
"410","Bachstelze",2006,100,0,"307"
"411","Bachstelze",2006,100,0,"308"
"412","Bachstelze",2006,100,0,"309"
"413","Bachstelze",2006,100,0,"31"
"414","Bachstelze",2006,100,0,"310"
"415","Bachstelze",2006,100,0,"311"
"416","Bachstelze",2006,100,0,"312"
"417","Bachstelze",2006,100,0,"313"
"418","Bachstelze",2006,100,0,"314"
"419","Bachstelze",2006,100,0,"315"
"420","Bachstelze",2006,100,0,"316"
"421","Bachstelze",2006,100,0,"317"
"422","Bachstelze",2006,100,0,"318"
"423","Bachstelze",2006,100,0,"319"
"424","Bachstelze",2006,100,0,"32"
"425","Bachstelze",2006,100,0,"320"
"426","Bachstelze",2006,100,0,"321"
"427","Bachstelze",2006,100,0,"322"
"428","Bachstelze",2006,100,0,"323"
"429","Bachstelze",2006,100,0,"324"
"430","Bachstelze",2006,100,0,"325"
"431","Bachstelze",2006,100,0,"326"
"432","Bachstelze",2006,100,0,"327"
"433","Bachstelze",2006,100,0,"328"
"434","Bachstelze",2006,100,0,"329"
"435","Bachstelze",2006,100,0,"33"
"436","Bachstelze",2006,100,0,"330"
"437","Bachstelze",2006,100,0,"331"
"438","Bachstelze",2006,100,0,"332"
"439","Bachstelze",2006,100,0,"333"
"440","Bachstelze",2006,100,0,"334"
"441","Bachstelze",2006,100,0,"335"
"442","Bachstelze",2006,100,0,"336"
"443","Bachstelze",2006,100,0,"337"
"444","Bachstelze",2006,100,0,"338"
"445","Bachstelze",2006,100,0,"339"
"446","Bachstelze",2006,100,0,"34"
"447","Bachstelze",2006,100,0,"340"
"448","Bachstelze",2006,100,0,"341"
"449","Bachstelze",2006,100,0,"342"
"450","Bachstelze",2006,100,0,"343"
"451","Bachstelze",2006,100,0,"344"
"452","Bachstelze",2006,100,0,"345"
"453","Bachstelze",2006,100,0,"346"
"454","Bachstelze",2006,100,0,"347"
"455","Bachstelze",2006,100,0,"348"
"456","Bachstelze",2006,100,0,"349"
"457","Bachstelze",2006,100,0,"35"
"458","Bachstelze",2006,100,0,"350"
"459","Bachstelze",2006,100,0,"351"
"460","Bachstelze",2006,100,0,"352"
"461","Bachstelze",2006,100,0,"353"
"462","Bachstelze",2006,100,0,"354"
"463","Bachstelze",2006,100,0,"355"
"464","Bachstelze",2006,100,0,"356"
"465","Bachstelze",2006,100,0,"358"
"466","Bachstelze",2006,100,0,"359"
"467","Bachstelze",2006,100,0,"36"
"468","Bachstelze",2006,100,0,"360"
"469","Bachstelze",2006,100,0,"361"
"470","Bachstelze",2006,100,0,"362"
"471","Bachstelze",2006,100,0,"363"
"472","Bachstelze",2006,100,0,"364"
"473","Bachstelze",2006,100,0,"365"
"474","Bachstelze",2006,100,0,"366"
"475","Bachstelze",2006,100,0,"367"
"476","Bachstelze",2006,100,0,"368"
"477","Bachstelze",2006,100,0,"369"
"478","Bachstelze",2006,100,0,"37"
"479","Bachstelze",2006,100,0,"370"
"480","Bachstelze",2006,100,0,"371"
"481","Bachstelze",2006,100,0,"372"
"482","Bachstelze",2006,100,0,"373"
"483","Bachstelze",2006,100,0,"375"
"484","Bachstelze",2006,100,0,"376"
"485","Bachstelze",2006,100,0,"377"
"486","Bachstelze",2006,100,0,"378"
"487","Bachstelze",2006,100,0,"379"
"488","Bachstelze",2006,100,0,"38"
"489","Bachstelze",2006,100,0,"380"
"490","Bachstelze",2006,100,0,"381"
"491","Bachstelze",2006,100,0,"382"
"492","Bachstelze",2006,100,0,"383"
"493","Bachstelze",2006,100,0,"384"
"494","Bachstelze",2006,100,0,"385"
"495","Bachstelze",2006,100,0,"386"
"496","Bachstelze",2006,100,0,"387"
"497","Bachstelze",2006,100,0,"388"
"498","Bachstelze",2006,100,0,"389"
"499","Bachstelze",2006,100,0,"39"
"500","Bachstelze",2006,100,0,"390"
"501","Bachstelze",2006,100,0,"391"
"502","Bachstelze",2006,100,0,"392"
"503","Bachstelze",2006,100,0,"393"
"504","Bachstelze",2006,100,0,"394"
"505","Bachstelze",2006,100,0,"395"
"506","Bachstelze",2006,100,0,"396"
"507","Bachstelze",2006,100,0,"397"
"508","Bachstelze",2006,100,0,"398"
"509","Bachstelze",2006,100,0,"399"
"510","Bachstelze",2006,100,0,"4"
"511","Bachstelze",2006,100,0,"40"
"512","Bachstelze",2006,100,0,"400"
"513","Bachstelze",2006,100,0,"401"
"514","Bachstelze",2006,100,0,"402"
"515","Bachstelze",2006,100,0,"403"
"516","Bachstelze",2006,100,0,"404"
"517","Bachstelze",2006,100,0,"405"
"518","Bachstelze",2006,100,0,"406"
"519","Bachstelze",2006,100,0,"407"
"520","Bachstelze",2006,100,0,"408"
"521","Bachstelze",2006,100,0,"409"
"522","Bachstelze",2006,100,0,"41"
"523","Bachstelze",2006,100,0,"410"
"524","Bachstelze",2006,100,0,"411"
"525","Bachstelze",2006,100,0,"412"
"526","Bachstelze",2006,100,0,"413"
"527","Bachstelze",2006,100,0,"414"
"528","Bachstelze",2006,100,0,"415"
"529","Bachstelze",2006,100,0,"416"
"530","Bachstelze",2006,100,0,"417"
"531","Bachstelze",2006,100,0,"418"
"532","Bachstelze",2006,100,0,"419"
"533","Bachstelze",2006,100,0,"42"
"534","Bachstelze",2006,100,0,"420"
"535","Bachstelze",2006,100,0,"421"
"536","Bachstelze",2006,100,0,"422"
"537","Bachstelze",2006,100,0,"423"
"538","Bachstelze",2006,100,0,"424"
"539","Bachstelze",2006,100,0,"425"
"540","Bachstelze",2006,100,0,"426"
"541","Bachstelze",2006,100,0,"427"
"542","Bachstelze",2006,100,0,"428"
"543","Bachstelze",2006,100,0,"429"
"544","Bachstelze",2006,100,0,"43"
"545","Bachstelze",2006,100,0,"430"
"546","Bachstelze",2006,100,0,"431"
"547","Bachstelze",2006,100,0,"432"
"548","Bachstelze",2006,100,0,"433"
"549","Bachstelze",2006,100,0,"434"
"550","Bachstelze",2006,100,0,"435"
"551","Bachstelze",2006,100,0,"436"
"552","Bachstelze",2006,100,0,"437"
"553","Bachstelze",2006,100,0,"438"
"554","Bachstelze",2006,100,0,"439"
"555","Bachstelze",2006,100,0,"44"
"556","Bachstelze",2006,100,0,"440"
"557","Bachstelze",2006,100,0,"441"
"558","Bachstelze",2006,100,0,"442"
"559","Bachstelze",2006,100,0,"443"
"560","Bachstelze",2006,100,0,"444"
"561","Bachstelze",2006,100,0,"445"
"562","Bachstelze",2006,100,0,"446"
"563","Bachstelze",2006,100,0,"447"
"564","Bachstelze",2006,100,0,"448"
"565","Bachstelze",2006,100,0,"449"
"566","Bachstelze",2006,100,0,"45"
"567","Bachstelze",2006,100,0,"450"
"568","Bachstelze",2006,100,0,"451"
"569","Bachstelze",2006,100,0,"452"
"570","Bachstelze",2006,100,0,"453"
"571","Bachstelze",2006,100,0,"454"
"572","Bachstelze",2006,100,0,"455"
"573","Bachstelze",2006,100,0,"456"
"574","Bachstelze",2006,100,0,"457"
"575","Bachstelze",2006,100,0,"458"
"576","Bachstelze",2006,100,0,"459"
"577","Bachstelze",2006,100,0,"46"
"578","Bachstelze",2006,100,0,"460"
"579","Bachstelze",2006,100,0,"461"
"580","Bachstelze",2006,100,0,"462"
"581","Bachstelze",2006,100,0,"463"
"582","Bachstelze",2006,100,0,"464"
"583","Bachstelze",2006,100,0,"465"
"584","Bachstelze",2006,100,0,"466"
"585","Bachstelze",2006,100,0,"467"
"586","Bachstelze",2006,100,0,"468"
"587","Bachstelze",2006,100,0,"469"
"588","Bachstelze",2006,100,0,"47"
"589","Bachstelze",2006,100,0,"470"
"590","Bachstelze",2006,100,0,"471"
"591","Bachstelze",2006,100,0,"472"
"592","Bachstelze",2006,100,0,"473"
"593","Bachstelze",2006,100,0,"474"
"594","Bachstelze",2006,100,0,"475"
"595","Bachstelze",2006,100,0,"476"
"596","Bachstelze",2006,100,0,"477"
"597","Bachstelze",2006,100,0,"478"
"598","Bachstelze",2006,100,0,"479"
"599","Bachstelze",2006,100,0,"48"
"600","Bachstelze",2006,100,0,"480"
"601","Bachstelze",2006,100,0,"481"
"602","Bachstelze",2006,100,0,"482"
"603","Bachstelze",2006,100,0,"483"
"604","Bachstelze",2006,100,0,"484"
"605","Bachstelze",2006,100,0,"485"
"606","Bachstelze",2006,100,0,"486"
"607","Bachstelze",2006,100,0,"487"
"608","Bachstelze",2006,100,0,"488"
"609","Bachstelze",2006,100,0,"489"
"610","Bachstelze",2006,100,0,"49"
"611","Bachstelze",2006,100,0,"490"
"612","Bachstelze",2006,100,0,"491"
"613","Bachstelze",2006,100,0,"492"
"614","Bachstelze",2006,100,0,"493"
"615","Bachstelze",2006,100,0,"494"
"616","Bachstelze",2006,100,0,"495"
"617","Bachstelze",2006,100,0,"496"
"618","Bachstelze",2006,100,0,"497"
"619","Bachstelze",2006,100,0,"498"
"620","Bachstelze",2006,100,0,"499"
"621","Bachstelze",2006,100,0,"5"
"622","Bachstelze",2006,100,0,"50"
"623","Bachstelze",2006,100,0,"500"
"624","Bachstelze",2006,100,0,"501"
"625","Bachstelze",2006,100,0,"502"
"626","Bachstelze",2006,100,0,"503"
"627","Bachstelze",2006,100,0,"504"
"628","Bachstelze",2006,100,0,"505"
"629","Bachstelze",2006,100,0,"506"
"630","Bachstelze",2006,100,0,"507"
"631","Bachstelze",2006,100,0,"508"
"632","Bachstelze",2006,100,0,"509"
"633","Bachstelze",2006,100,0,"51"
"634","Bachstelze",2006,100,0,"510"
"635","Bachstelze",2006,100,0,"511"
"636","Bachstelze",2006,100,0,"512"
"637","Bachstelze",2006,100,0,"513"
"638","Bachstelze",2006,100,0,"514"
"639","Bachstelze",2006,100,0,"515"
"640","Bachstelze",2006,100,0,"516"
"641","Bachstelze",2006,100,0,"517"
"642","Bachstelze",2006,100,0,"518"
"643","Bachstelze",2006,100,0,"519"
"644","Bachstelze",2006,100,0,"52"
"645","Bachstelze",2006,100,0,"520"
"646","Bachstelze",2006,100,0,"521"
"647","Bachstelze",2006,100,0,"522"
"648","Bachstelze",2006,100,0,"523"
"649","Bachstelze",2006,100,0,"524"
"650","Bachstelze",2006,100,0,"525"
"651","Bachstelze",2006,100,0,"526"
"652","Bachstelze",2006,100,0,"527"
"653","Bachstelze",2006,100,0,"528"
"654","Bachstelze",2006,100,0,"529"
"655","Bachstelze",2006,100,0,"53"
"656","Bachstelze",2006,100,0,"530"
